MSOA_Code,MSOA_Name,0_15(%),16_29(%),30_44(%),45_64(%),65+(%),Density,Couple_household_1(%),Couple_household_2(%),Lone_parent_household(%),One_person_household(%),White(%),Asian(%),Black(%), no_English 
E02000212,Croydon 019,26.61,20.87,25.37,19.85,7.3,69.2,21.6,12.1,20.8,23.7,29.8,36.8,24.4,21.6
E02000213,Croydon 020,22.89,23.56,27.21,18.88,7.47,93.3,14.6,12.9,19.8,36.9,33.3,25.7,29.4,18.6
E02000214,Croydon 021,18.68,18.83,18.17,29.7,14.62,61.5,22.5,25.4,11,22.3,67.2,12.5,12.6,6.5
E02000215,Croydon 022,16.95,22.74,30.36,19.48,10.47,105.7,14,18.2,10.8,41.9,54.5,20.7,14.6,14.2
E02000216,Croydon 023,17.17,16.37,25.97,21.56,18.92,29.8,19.4,20.1,7,37.9,49.2,36.9,7.8,14.4
E02000217,Croydon 024,21.83,22.93,27.82,20,7.42,71.2,16.8,18.7,17,33.9,52.3,15.8,20.2,14.2
E02000218,Croydon 025,25.9,18.69,18.31,25.2,11.9,59.9,22.8,20.9,21.9,18.7,60,11.7,21.4,9.2
E02000219,Croydon 026,15.95,16.15,14.57,31.94,21.39,13.5,20.7,27.7,6.6,25.1,74,13.7,7.5,3.4
E02000220,Croydon 027,16.08,26.13,31.52,16.76,9.51,67.5,11.5,17.6,12.4,44,58.2,17.7,15.3,14.2
E02000221,Croydon 028,23.78,19.41,23.5,21.97,11.34,36,18.5,16.6,20.4,29.8,53.8,16.7,19.9,10.9
E02000222,Croydon 029,18.12,20.31,27.73,22.33,11.51,43.5,17.2,23.8,10,34,69.2,13.2,9.8,7.3
E02000223,Croydon 030,33.31,21.13,20.16,16.52,8.88,87.8,21.3,11.8,35.2,18.3,61.6,4.1,25.3,8.3
E02000224,Croydon 031,20.5,20.26,26.55,22.57,10.12,60.7,19.9,22.1,11.2,32.9,68.3,11.8,11.7,8
E02000225,Croydon 032,24.96,18.74,18.53,25.55,12.22,47.3,19.8,21.3,22.8,20.9,77.7,3.6,13.9,4.4
E02000226,Croydon 033,16.49,17.5,15.59,31.45,18.98,23.3,22.8,28.1,7.8,20.3,76.9,12.9,6.3,3.3
E02000227,Croydon 034,19.74,17.68,20.66,27.38,14.54,25.2,19.1,21.8,13.1,32.4,80,6,8.9,3
E02000228,Croydon 035,17.56,13.9,16.13,31.08,21.33,24.5,24.4,27.9,5.2,22.2,79.5,11.7,3.8,2.1
E02000229,Croydon 036,26.5,19.01,19.3,21.51,13.68,49.5,19.5,16.3,24.7,26.4,74.7,3.6,15.1,4.7
E02000230,Croydon 037,18.39,17.45,21.77,26.41,15.98,38.9,20.3,24.7,9.9,28.6,68.3,15.5,7.9,6.2
E02000231,Croydon 038,18.7,16.55,15.72,31.72,17.31,23,28.5,27.7,6.1,15.7,67.5,21,5.5,4.6
E02000232,Croydon 039,19.72,15.32,17.77,28.71,18.48,14.3,23.8,24.7,10.3,21.3,83,8,4.5,2.8
E02000233,Croydon 040,21.68,15.68,24.42,23.11,15.11,39.3,23.6,23.1,12.7,25.3,75.3,10.5,7.9,4.5
E02000234,Croydon 041,20.63,17.03,20.15,27.89,14.3,26.4,21.7,24.1,11.9,26.7,73.7,10.7,7.8,4.4
E02000235,Croydon 042,21.04,14.47,20.34,29.22,14.94,13.3,25.8,26.7,11.5,21.8,81.3,7.7,5.7,2.8
E02000236,Croydon 043,21.19,14.68,20.32,29.22,14.6,21.7,26.7,26.8,10.7,20.4,84.1,7,4.1,1.3
E02000237,Croydon 044,18.34,13.89,16.95,28.92,21.9,15.3,22.3,24.3,9.7,26.8,86,4.3,4.3,1.6
E02006788,Croydon 045,25.66,19.14,22.71,24,8.48,54.9,18.9,15.7,26.6,26.3,50.2,8.2,30.8,7.1
E02000238,Ealing 001,22.44,20.06,26.36,21.66,9.47,64,23.7,17.5,13.3,22.9,47.7,30.8,13.6,26.3
E02000239,Ealing 002,18.67,22.3,22.94,23.3,12.79,38.5,20.5,21.1,9.7,18.9,41.6,41.1,9.3,27.9
E02000240,Ealing 003,25.16,19.05,24.99,20.55,10.26,60.3,19.7,16,20.4,26,47.2,25.5,17.3,23.4
E02000241,Ealing 004,20.15,20.24,26.18,21.92,11.51,52,21,19.2,12.8,23.2,51.2,29.3,11.9,25
E02000242,Ealing 005,20.86,22.24,23.82,22.83,10.25,78,23.2,19.2,10.7,19.2,36.4,44.4,7,35.4
E02000243,Ealing 006,20.16,21.07,25.01,21.65,12.12,30.2,20.4,16.9,13.8,27.1,49,27.3,12.4,26.6
E02000244,Ealing 007,19.66,20.08,26.95,21.85,11.46,40.8,20.6,20.9,10.7,26.1,53.9,22.9,8.4,30.6
E02000245,Ealing 008,25.71,20.64,23.93,20.78,8.94,50.1,19.2,13.7,20,33.3,43.5,25.3,20.5,24.5
E02000246,Ealing 009,26.28,20.32,21.52,21.73,10.14,42.7,21.9,14.1,20.1,26.6,45.5,23.8,18.9,22.9
E02000247,Ealing 010,24.51,20.08,25.31,18.9,11.2,74.2,21.9,15.1,16.9,28.7,42.2,29.6,16.5,26
E02000248,Ealing 011,18.12,23,28.16,19.2,11.52,42.9,18.3,19.3,10.3,30.6,53,23.7,5.8,32.8
E02000249,Ealing 012,20.88,21.12,24.12,21.21,12.67,61.2,20.3,15.7,12.3,27.1,45,32,11.6,29.5
E02000250,Ealing 013,20.75,14.77,23.42,26.56,14.51,64.9,26.6,21.2,7.4,28.1,75.8,11.8,2.5,12
E02000251,Ealing 014,20.66,22.27,21.9,24.51,10.66,83.7,22.5,20.1,12.8,18.1,27.9,51.6,10.7,29.1
E02000252,Ealing 015,18.5,28.76,27.93,17.05,7.76,30.8,14.1,14.2,16.7,31.9,48.8,17.1,17.6,26.7
E02000253,Ealing 016,23.47,18.12,24.5,21.38,12.53,83.7,19.8,12.9,19,32.4,54.7,17.3,15.3,23.5
E02000254,Ealing 017,19.91,23.33,22.01,23.44,11.3,85.8,24,19.3,10.8,15.8,12.6,72,6.5,31.7
E02000255,Ealing 018,21.71,19.33,23.48,23.92,11.56,61.1,21.9,19.8,13,28.4,61.5,14.7,12.5,18.8
E02000256,Ealing 019,16.06,21.71,28.56,21.79,11.87,81.6,17.6,21.3,7.4,34.1,69.2,15.9,5,20
E02000257,Ealing 020,15.25,23.53,30.37,19.47,11.38,61.9,15.5,22.3,6.2,36.5,62.7,21.9,4.9,22
E02000258,Ealing 021,20.33,22.24,26.97,20.59,9.87,66.3,20.1,17.1,11.4,30.7,58.9,17.3,9.7,25.2
E02000259,Ealing 022,21.29,18.66,24.86,25.03,10.17,49.5,25.5,20.1,11.7,23,69.3,13.5,8.1,18.2
E02000260,Ealing 023,19.92,23.95,22.73,21.53,11.87,81.2,20.3,16.5,12,19.4,9.6,74.9,8.3,37.3
E02000261,Ealing 024,20.1,26.56,25.78,18.24,9.33,83.9,15.1,15.8,14.4,31.9,50.9,16.9,14.4,25.5
E02000262,Ealing 025,18.27,23.33,28.77,19.99,9.64,128.3,14.6,16.5,11.1,38.2,62.8,13.6,10.9,24.2
E02000263,Ealing 026,20.95,24.55,23.24,20.51,10.75,95.9,19.5,14.3,11,17.7,6.1,81.3,6.8,43.4
E02000264,Ealing 027,15.88,23.16,25.56,23.11,12.28,56.3,16.9,20.3,7.3,31.2,66.6,17.1,4.7,21.3
E02000265,Ealing 028,18.44,21.46,30.96,19.53,9.61,107.8,16.2,18.6,11,36.7,61.7,17,11.5,21.4
E02000266,Ealing 029,23.75,22.76,23.81,20.82,8.86,31.7,20.8,13.8,20,24.1,22.7,43.7,23,31.3
E02000267,Ealing 030,20.01,18.73,30.22,22.12,8.92,93.3,21.3,17.8,11,32.7,71.3,12.4,7.9,18.7
E02000268,Ealing 031,16.83,21.19,27.27,23.5,11.21,69.6,17.7,23,9.9,31.4,73.1,11.7,6.8,14.5
E02000269,Ealing 032,18.63,18.71,29.3,23.06,10.3,91.2,23.3,24,6,29.5,76.6,11.8,3.6,12.7
E02000270,Ealing 033,23.67,21.2,26.54,18.82,9.76,100.5,15.6,13.7,16.8,37,48,15.1,23.7,29.8
E02000271,Ealing 034,18.48,17.03,28.54,25.23,10.72,89.2,23,22.7,6.1,31.3,82.8,6.7,3.2,11.5
E02000272,Ealing 035,19.03,16.21,25.22,25.73,13.81,55.5,24.2,23.6,7.8,25.6,74.1,13.8,4.9,10.6
E02000274,Ealing 037,22.66,25.71,23.12,20.37,8.14,90.1,22.5,14.8,14,15.9,8.4,71.9,12,43.7
E02000275,Ealing 038,19.01,23.29,21.32,23.71,12.67,62.2,19.8,17.5,10.4,23.3,17,65.5,8.6,35.3
E02000276,Ealing 039,18.18,22.08,31.2,18.55,10,79.7,22.9,22.2,7.1,29,75.6,12.4,5.1,13.9
E02006791,Ealing 040,16.12,20.01,32.63,21.99,9.24,96.2,16.3,22.8,7.7,37.4,75.7,9.6,7.6,12.3
E02000277,Enfield 001,22.67,20,21,23.84,12.5,68.6,21.1,20.6,18.6,24.7,64.9,5.2,20.2,14
E02000278,Enfield 002,26.49,20.37,20.86,20.06,12.22,69,19.4,14.6,24.6,26.8,60.9,6.7,22,18.9
E02000279,Enfield 003,27.93,20.94,24.69,19.7,6.73,44.8,19.3,16.9,23.8,27.1,51.8,7.8,28.1,19.3
E02000280,Enfield 004,21.22,15.88,23.03,25.1,14.77,5.4,22,21.5,13.9,28.6,82.1,5.4,6.2,7.2
E02000281,Enfield 005,23.74,19.33,24.01,21.35,11.58,46.3,21.3,17,18.6,29.8,68.2,7.9,14.1,12.7
E02000282,Enfield 006,28.89,20.7,23.23,19.16,8.03,72.4,19.5,13.3,24.6,28.8,57.2,7.4,22.7,23
E02000283,Enfield 007,25.96,21.53,20.13,22.15,10.22,74,24.1,19.2,21.8,18.5,60.4,7.2,20.5,16.4
E02000284,Enfield 008,19.82,16.91,25.23,24.29,13.74,64.5,20.6,22.4,11.5,32,81.2,5.9,6,6.3
E02000285,Enfield 009,20.27,15.89,19.21,28.53,16.11,66.7,27.8,24.7,9.8,22.1,82.5,5.5,5.5,4.8
E02000286,Enfield 010,13.92,17.53,23.41,25.57,19.56,39.9,15.2,22.6,7.4,39.9,80.8,8.4,5,6.4
E02000287,Enfield 011,16.84,20.42,16.39,25.94,20.42,7.6,21.8,23.1,7.9,26.3,76.3,11.9,4.8,10.6
E02000288,Enfield 012,24.62,22.63,22.08,20.17,10.5,50.5,21,16.7,19,27,50.7,14.5,23.4,22.4
E02000289,Enfield 013,18.88,16.52,16.99,28.38,19.24,19.4,26,23,9.6,21.3,77,12,3.6,7.2
E02000290,Enfield 014,28.58,22.54,23.39,17.55,7.94,15.1,19.1,11.1,25,31.3,45.2,13.8,27.6,25.6
E02000291,Enfield 015,19.9,19.49,25.25,21.02,14.34,79.7,16.5,18.1,14.5,37.3,70.2,6.5,12.7,13.3
E02000292,Enfield 016,22.6,18.91,22.91,23.65,11.92,51.4,22.8,19.2,16.5,24.8,66.7,10.3,13.2,12.1
E02000293,Enfield 017,18.57,14.81,18.3,28.27,20.06,29.4,23.7,23.7,8,25.5,80.9,8.7,4.1,6.3
E02000294,Enfield 018,24.27,21.38,19.99,22.84,11.52,59.5,22.4,18,18.1,23.1,49,13.3,26.3,21.2
E02000295,Enfield 019,19.92,17.38,24.36,23.07,15.27,52.7,21.6,21.1,12.9,28.5,69.4,14.1,6.3,12.3
E02000296,Enfield 020,17.3,23.48,24.75,19.55,14.91,54.2,16.4,19.3,12.7,31,68.5,15.9,6.1,16.6
E02000297,Enfield 021,17.46,18.15,19.19,28,17.21,56.9,21.9,26.3,10.1,24.1,75.1,9.7,8.1,8.2
E02000298,Enfield 022,19.22,15.65,22.04,27.18,15.91,40.3,24.7,25.8,7.4,24.6,80.7,7.4,4.3,7.1
E02000299,Enfield 023,26.27,20.46,21.7,20.87,10.71,107.7,19.5,14.4,21.6,29.2,40.7,13.1,33.4,23.7
E02000300,Enfield 024,25.13,21.54,22.12,21.58,9.64,106.9,20.5,16,19.7,28,43,13.3,29.9,25.1
E02000301,Enfield 025,26.95,20.94,22.92,20.41,8.78,56.6,18.4,13,24.4,30.9,41.8,11,32.7,27.2
E02000302,Enfield 026,20.01,18.72,21.61,25.03,14.63,52.8,20.5,20.9,13.5,26.6,64.6,12.8,11.5,16.2
E02000303,Enfield 027,26.67,21.81,20.85,20.94,9.73,69.3,19.4,12.9,22.4,30.4,44.7,13.9,28.3,25.8
E02000304,Enfield 028,18.11,17.67,20.39,27.22,16.62,46.9,24.9,25.5,7.9,22.6,73.6,13.5,3.6,10.3
E02000305,Enfield 029,17.11,20.6,26.33,23.92,12.05,91.5,20.5,22.3,9.2,29.8,72.6,9.9,6.6,16.1
E02000306,Enfield 030,28.71,21.62,23.77,17.71,8.19,45.3,17.6,10.4,25.3,32.7,37.8,12.1,38,28.5
E02000307,Enfield 031,23.65,20.62,21.38,23.02,11.32,90.7,23.8,19.6,18.5,19.8,51.6,16.3,19.9,26.2
E02000308,Enfield 032,18.21,22.67,24.55,21.83,12.73,68.4,17.1,19.2,15.2,25.7,59.4,20.2,10.4,21.2
E02000309,Enfield 033,26.83,22.06,23.06,19.77,8.28,66.3,19.5,13.1,24.9,25.5,38.7,13,34.4,28.4
E02000311,Enfield 035,20.73,22.82,22.93,22.1,11.42,71.8,18.9,19.9,17.1,24.7,56.1,16.4,13.6,27.4
E02000312,Enfield 036,15.67,24.35,26.83,21.75,11.4,83.6,16.8,20.3,11.1,30.4,65.5,14.5,9.9,23.2
E02006793,Enfield 037,26.74,22.42,23.53,19.27,8.04,93,18.1,12,24.6,29.6,41.1,12.4,31.8,31.9
E02000313,Greenwich 001,27.29,18.99,26.03,21.5,6.18,92.5,19,12.7,18.8,34.9,49.3,4.1,40.7,13.2
E02000314,Greenwich 002,29.32,21.6,30.54,14.55,4,43.4,25.3,13.1,19.9,24.5,38.9,9.6,43.8,17
E02000315,Greenwich 003,28.14,18.62,23.79,19.58,9.87,77,19.2,12.8,21.2,30.8,52.3,6.9,34.8,9.8
E02000316,Greenwich 004,20.53,27.64,32.7,13.91,5.23,59.1,13,17,12.7,40.8,53.1,14.2,24.1,16.9
E02000317,Greenwich 005,27.61,20.79,24.37,19.73,7.5,130.9,17.7,12.9,21.8,31.5,48.3,12.9,31.3,16.1
E02000318,Greenwich 006,22.66,24.09,24.98,20.21,8.06,92.3,17.5,14.4,15.4,26.9,35,35.1,23.2,22.9
E02000319,Greenwich 007,22.1,24.5,28.98,18.18,6.24,121.3,17.5,15.9,15.3,29.1,41.6,23.2,27.3,18
E02000320,Greenwich 008,25.09,19.54,23.32,22.9,9.15,46.6,20.3,17.7,17.7,28.4,55.7,11.9,24.7,11.1
E02000321,Greenwich 009,24.01,23.11,24.83,19.72,8.32,117.8,16.2,13,18.9,35.1,50.2,14.5,27.6,15.4
E02000323,Greenwich 011,25.85,22.92,27.05,17.58,6.6,143.8,17.6,11.2,18.8,32.7,39,20.7,32.7,20.4
E02000324,Greenwich 012,22.67,21.08,23.92,20.04,12.29,57,16.8,15.9,17.1,31.2,60.1,15.2,17.7,13.2
E02000326,Greenwich 014,20.93,19.58,30.03,20.33,9.14,99.4,19.1,20.2,13.2,30.6,67.6,12,13.3,10.6
E02000327,Greenwich 015,28.57,25.47,25.03,16.22,4.72,38.1,22.1,13.3,18.9,30.6,47.6,10.8,33.3,14
E02000328,Greenwich 016,16.82,17.45,28.88,22.12,14.73,76.7,17.1,21.1,6.9,40.1,81.6,5.8,6.6,6.1
E02000329,Greenwich 017,20.7,18.67,22.78,25.19,12.65,35.5,19.5,20.4,15.2,27.8,64.1,12.4,16.6,7.4
E02000331,Greenwich 019,20.73,22.14,26.18,19.9,11.06,80.8,15.9,18.3,14.3,33.1,64.7,12.8,15.7,9.3
E02000332,Greenwich 020,20.79,16.19,24.86,25.95,12.22,36.4,19.4,21.1,12.3,30.3,68.5,8.1,15.8,5.8
E02000333,Greenwich 021,15.71,17.1,30.28,21.6,15.31,49.8,15.3,23.5,6.1,40.1,84.6,5.7,4.9,5.6
E02000334,Greenwich 022,19.83,18.53,23.73,24.97,12.94,47.1,18.6,20.6,13.3,30.6,68.3,11,13.8,9.2
E02000335,Greenwich 023,18.92,14.99,22.74,27.36,15.99,51,24.2,24.8,9.4,26.5,88.4,4.9,3.1,3.9
E02000337,Greenwich 025,20.76,19.28,22.55,24.99,12.42,57.2,20.1,21,16.5,26,80.1,6.4,8.7,7.3
E02000339,Greenwich 027,18.27,15.86,20.2,28.31,17.35,48.3,21.9,21.3,8.8,33.3,89,4.9,2.7,4.2
E02000340,Greenwich 028,14.39,18.97,20.01,25.89,20.75,18.7,15.1,21,8,38.1,85.2,6.4,4.5,5.7
E02000341,Greenwich 029,24.2,18.6,22.95,22.28,11.97,42.8,18,18.7,19.7,28.3,76.5,5.8,11.1,7.9
E02000342,Greenwich 030,18.02,33.94,18.63,18.47,10.94,47.5,16.9,19.5,16.1,32.1,81.3,7.8,6.1,5
E02000343,Greenwich 031,19.25,19,19.04,26.31,16.4,53.3,16.9,20,13.9,32.3,80.1,5.8,8.2,5.6
E02000344,Greenwich 032,17.94,18.08,19.9,26.71,17.36,48.8,22.9,25.1,9,26.5,83.4,6.2,5.8,4.3
E02006786,Greenwich 033,24.35,20.74,22.61,22.92,9.37,57.5,20.1,16.6,17.8,28.7,58.3,10.9,23.7,10.5
E02006927,Greenwich 034,21.03,16.73,22.97,23.66,15.61,32.5,18.3,19.9,13.2,31.3,70.9,9.4,12.9,7.7
E02006928,Greenwich 035,17.01,37.42,29.18,12.67,3.72,144.4,12.1,18.2,15,36.3,58.6,15.1,17.4,15.7
E02006929,Greenwich 036,18.48,26.6,30.68,15.97,8.28,31.3,13.5,20.6,13.2,35,62,18.2,12.5,13.5
E02006930,Greenwich 037,15.15,25.77,32.59,18.17,8.32,77.7,15.9,23.5,7.4,32.8,77.9,9.7,5.7,10
E02006931,Greenwich 038,17.77,21.92,31.03,18.41,10.88,47.3,14.9,23.3,9.8,35.4,73.3,7.6,12.2,9
E02000345,Hackney 001,35.9,23.2,20.12,14.6,6.19,148.8,32.2,15.3,8.6,27,70.8,4.9,9.4,20.5
E02000346,Hackney 002,20.08,24.89,24.61,21.44,9,104.1,11.7,9.2,23.1,36.9,43.4,12.4,29.2,28
E02000347,Hackney 003,30.96,23.54,21.43,16.48,7.59,118,26.1,16.5,11.1,30.7,68.6,5.9,12.8,15.7
E02000348,Hackney 004,33.51,21.48,22.36,16.18,6.47,147,24.4,12.1,16.7,31.4,56.9,8.9,20.1,23
E02000350,Hackney 006,20.73,27.03,30.23,16.61,5.41,171.8,16.9,18.6,9.6,31.3,59.6,15.1,14.7,16.3
E02000351,Hackney 007,12.98,33.32,32.61,15.23,5.87,164.9,10.4,20.4,8.2,35.8,66.3,10.1,12.7,18
E02000352,Hackney 008,22.96,21.15,28.1,18.84,8.95,90.9,17.2,16.3,14.3,34.9,66.8,6.8,14.4,12.7
E02000353,Hackney 009,16.77,26.11,31.69,18.55,6.88,140.8,16.9,20.1,8.8,30.3,67.7,11.4,11.9,12.6
E02000354,Hackney 010,19.92,25.89,29.06,17.46,7.67,126.2,12.8,13.6,15.9,39,45.7,14,27.7,19.6
E02000355,Hackney 011,17.43,26.12,29.1,19.05,8.31,133.3,14,16.1,12.7,32.6,51.4,18.3,20.7,18.2
E02000356,Hackney 012,17.47,24.14,33.04,19.26,6.1,183.2,16.5,20.4,10.6,32.5,71.4,5.8,12.6,11.6
E02000357,Hackney 013,28.3,19.72,21.6,20.52,9.86,42.3,14.8,8.7,23.3,36.3,30.9,9.4,47.8,19.7
E02000358,Hackney 014,16.26,27.64,31.48,17.29,7.33,181.1,11.2,16.9,14.2,34,54.9,10.1,22.8,17.8
E02000359,Hackney 015,21.26,25.76,26.99,18.07,7.93,153.2,15.9,14.1,17.2,28.1,50.1,11.7,27,15.4
E02000360,Hackney 016,21.56,25.02,27.83,18.83,6.77,211.3,12.4,12.1,19.3,35.6,40.5,12.4,34.7,18.3
E02000361,Hackney 017,16.16,30.75,30.71,15.9,6.48,132.5,9.7,14.5,13.7,38.3,53.5,9.8,25.2,16.2
E02000362,Hackney 018,21.29,24.93,27.28,18.15,8.35,49.5,12,13.4,18.4,36.1,48.8,8.6,31.5,13.1
E02000363,Hackney 019,26.28,22.14,25.75,18.45,7.38,184.5,14.2,10.2,23.4,34.8,37,11,38.9,18.3
E02000364,Hackney 020,15.81,26.72,29.74,19.94,7.79,137.6,12,18,12.9,35.5,63.2,7.9,20.2,10.4
E02000365,Hackney 021,12.9,32.09,30.72,15.99,8.3,138.8,9.4,19,10.3,35.8,62.7,9.2,17.3,14.1
E02000366,Hackney 022,20.48,25.06,25.7,19.97,8.79,134.8,13.1,14.3,16.4,40,58.7,8,23.9,11.9
E02000367,Hackney 023,17.85,28.44,33.68,15.54,4.49,136.9,12.1,18.4,14.8,31.6,60.8,9.5,19.1,13.4
E02000368,Hackney 024,20.16,27.25,26.22,18.39,7.98,151.7,11.7,13.3,18,36.5,46.1,11.9,30.7,16.4
E02000369,Hackney 025,18.31,28.63,29.46,16.59,7,183.3,11.3,14.2,16.1,35.8,50.4,10.7,26.7,17.7
E02000370,Hackney 026,17.82,30.49,28.07,17.17,6.46,173.9,10.1,15.4,16.5,38.8,52.5,11.9,22.8,21.1
E02000371,Hackney 027,12.51,40.5,29.75,12.66,4.58,130.1,7,15.6,11.2,40.8,59.5,11.3,17.6,20.5
E02006918,Hackney 028,26.95,24.19,26.61,16.75,5.51,155,14.5,12.8,20.2,35.4,39.9,13.6,32.2,22.6
E02006921,Hackney 029,30.9,23.44,21.38,17.33,6.95,173.8,21.3,11.2,18.5,35,49.6,11.3,26.2,21.8
E02000372,Hammersmith and Fulham 001,20.36,23.66,27.26,20.05,8.66,26.1,12.8,13.9,19.5,37.3,50,13,21.1,23.4
E02000373,Hammersmith and Fulham 002,26.37,22.93,22.3,20.46,7.93,160.8,15.3,10.4,27.9,26.5,37.4,11,35.7,25.9
E02000374,Hammersmith and Fulham 003,18.99,26.19,26.53,18.21,10.07,133,15,15.1,16,28.5,61.3,9.4,15.7,13.9
E02000375,Hammersmith and Fulham 004,16.25,27.23,29.21,18.87,8.44,92,10.2,14.4,12.9,42.1,58.3,9.3,20.1,19.3
E02000376,Hammersmith and Fulham 005,13.72,30.09,31.67,17.6,6.91,167.3,9.7,17.4,11.2,39.2,61,10.4,15.7,18.3
E02000377,Hammersmith and Fulham 006,16.33,26.21,30.04,18.84,8.58,183.2,12,17,11.8,40.1,63.7,9.4,15.9,17.1
E02000378,Hammersmith and Fulham 007,12.79,27.44,33.75,18.17,7.85,220.1,9.2,20.6,8.3,43,69.4,8.5,11.4,18
E02000379,Hammersmith and Fulham 008,18.47,21.33,29.75,19.93,10.53,111.7,17.1,19,10.6,36.6,69.5,8.3,11.2,14.1
E02000380,Hammersmith and Fulham 009,17.48,23.74,29.92,20.04,8.82,164.4,16.7,19.4,8.7,36.3,73.4,7.4,9.5,10.9
E02000381,Hammersmith and Fulham 010,17.24,22.93,31.36,20.48,7.99,139.4,14.6,21,8.8,38.3,75.6,7.1,8.3,16.6
E02000382,Hammersmith and Fulham 011,17.58,21.16,29.95,22.02,9.29,98.2,14.6,18.8,10,39,68.8,8.2,10.6,16.6
E02000383,Hammersmith and Fulham 012,10.72,32.47,28.3,18.49,10.02,153.3,8.8,17.6,8.5,41.9,61.2,15.3,7.5,24
E02000384,Hammersmith and Fulham 013,15.15,28.02,26.24,19.51,11.08,92.5,9.9,15.7,14.3,39.6,63.7,9.2,14.7,17.5
E02000385,Hammersmith and Fulham 014,8.34,36.38,34.4,14.62,6.25,151,7.4,20.3,5,42.3,74.4,10.5,6,18.6
E02000386,Hammersmith and Fulham 015,17.33,28.38,27.41,18.97,7.92,183.7,10.5,15.8,15.9,37.4,57.6,11.6,17,23.4
E02000387,Hammersmith and Fulham 016,14.06,33.61,27.02,17.03,8.27,150.2,10.3,13,11.7,42.8,64.3,12.8,12.6,17.1
E02000388,Hammersmith and Fulham 017,11.97,31.82,29.94,15.91,10.35,151.2,9.5,19.3,8.1,39.6,73.8,9.8,7.3,17.3
E02000389,Hammersmith and Fulham 018,15.14,27.52,27.27,19.04,11.02,130.9,16.3,17.9,7,32.9,79.6,8,4.1,11.7
E02000390,Hammersmith and Fulham 019,14.73,31.19,28.82,16.67,8.59,180.7,12.5,18.8,9.8,35.5,75.7,6.6,8.3,13.5
E02000391,Hammersmith and Fulham 020,16.86,24.54,27.24,20.77,10.6,114.2,15.9,16.6,7.2,38.3,80.9,5.4,5.1,12.8
E02000392,Hammersmith and Fulham 021,17.93,28.21,30.43,16.21,7.21,169.1,15.3,18,10,33.3,76.9,5.8,8.6,14.3
E02000393,Hammersmith and Fulham 022,14.96,28.17,33.24,15.27,8.36,166.8,16.1,21.1,5.2,31.6,84.1,6.2,3.9,11.2
E02000394,Hammersmith and Fulham 023,16.96,28.96,28.34,17.79,7.94,117.7,11.4,16.7,13.8,38.1,67.4,9.7,11.6,15.3
E02000395,Hammersmith and Fulham 024,15.33,23.95,27.93,19.91,12.89,60.6,14.7,20.1,5,37,86.1,5.2,2.7,9.8
E02000396,Hammersmith and Fulham 025,20.53,23.31,27.26,19.79,9.11,104.3,18.3,17.1,12,30.6,75.4,6.7,8.9,13.3
E02000397,Haringey 001,17.5,24.26,30.19,19.16,8.89,143.1,14.2,16.7,14.1,35.3,61.2,11.4,15.8,26.5
E02000398,Haringey 002,26.8,20.95,23.78,20.79,7.68,61.3,15.3,9.8,26,32.8,38.3,8.3,41.5,31.6
E02000400,Haringey 004,21.54,21.39,26.37,21.06,9.64,58.3,19.3,16.6,17.2,29.5,61.8,10.4,16.9,21.3
E02000401,Haringey 005,27.56,19.82,22.2,21.58,8.84,91.3,18.8,13.3,27.3,23.2,49.9,10.5,25.4,24.2
E02000402,Haringey 006,27.25,21.08,23.14,20.53,7.99,70.9,15.8,13.2,28,26.9,45.1,9.2,31.2,26.9
E02000403,Haringey 007,16.5,26.02,30.75,18.54,8.18,87.9,13,20.2,12.4,31.2,62.4,12.8,13.6,28.7
E02000404,Haringey 008,21.83,24.72,26.26,18.39,8.8,117.2,14.8,14.7,18.9,26.4,51.3,15.7,20.3,30.5
E02000405,Haringey 009,21.69,15.39,27.87,25.78,9.27,36.7,27.2,24.5,8.4,25.2,80.9,5.7,5.4,8.4
E02000406,Haringey 010,20.24,25.72,26.62,19.07,8.34,156.5,13.2,14.3,21.9,27.4,55.6,13.8,18.6,26.2
E02000407,Haringey 011,23.73,23.21,26.16,18.38,8.52,144.8,14.1,12.8,20.6,33.1,41.6,11.2,34.1,30.1
E02000408,Haringey 012,25,25.24,23.25,18.37,8.15,152.8,15.9,12.2,25,28,42.8,10,33.3,29.1
E02000409,Haringey 013,22.78,23.33,23.66,21.05,9.18,92.4,14.7,12.2,21.8,32.7,45.6,9.1,33.3,30.5
E02000410,Haringey 014,18.6,19.38,27.43,24.62,9.97,89,20.9,22.5,7,33.6,82.4,4.9,3.5,10.4
E02000411,Haringey 015,22.26,27.32,23.67,19.34,7.41,57.9,14.7,12.8,22.3,29.4,42.4,13.6,32,26.9
E02000412,Haringey 016,17.93,27.89,28.49,17.11,8.58,92,11.6,14,16.6,36.5,54.1,12.9,21,32.3
E02000413,Haringey 017,24.01,15.99,24.84,23.85,11.31,61.1,26.1,17.9,11.8,29.9,79.3,6.4,5.4,9.3
E02000414,Haringey 018,21.17,23.33,27.81,19.45,8.24,178.5,16,13.7,18.5,28.1,46.7,12.1,29.6,27.2
E02000415,Haringey 019,16.84,26.14,28.84,18.35,9.83,99.2,12.9,18.9,11.4,31.7,58.6,14.8,14.7,31.6
E02000416,Haringey 020,18.3,20.92,31.7,20.27,8.81,120.8,12.8,21.3,14.8,37.6,66.1,7.7,14.4,14.1
